id,year,pp,empl,x1,x2,x3,x4,x5,x6,y0,y1,y2,nace42,nace43,year2,year3,year4,year5,year6,year7,year8,year9,year10,year11,year12,year13,year14,year15,year16,sales,costs,assets,beta,omega,mu,pp1,pp2,pp3,pp4
25021851,2010,0,92,0,0,.38678601,.30656865,.25964025,.18310638,.222928,.26129141,.25682402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.737497,17.616394,16.267818,.66592544,6.7724609,1.4722414,0,0,0,0
25021851,2011,0,92,0,.38678601,.30656865,.25964025,.18310638,.222928,.26129141,.25682402,.078908145,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.76182,17.650343,16.2985,.66610712,6.700489,1.3587548,0,0,0,0
25021851,2012,0,92,.38678601,.30656865,.25964025,.18310638,.222928,.26129141,.25682402,.078908145,.13244991,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.915455,17.863712,16.559906,.66691309,6.6992159,1.2964636,0,0,0,0
25021851,2013,0,92,.30656865,.25964025,.18310638,.222928,.26129141,.25682402,.078908145,.13244991,.094696842,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.112101,18.203337,16.831863,.66890198,6.706779,1.2009422,0,0,0,0
25021851,2014,0,92,.25964025,.18310638,.222928,.26129141,.25682402,.078908145,.13244991,.094696842,.32208797,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.80983,17.997593,16.709423,.66748983,6.6920853,1.2497306,0,0,0,0
25021851,2015,0,92,.18310638,.222928,.26129141,.25682402,.078908145,.13244991,.094696842,.32208797,.3396447,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.802748,18.262352,16.687294,.67018729,6.8161759,1.298606,0,0,0,0
25021851,2016,1,92,.222928,.26129141,.25682402,.078908145,.13244991,.094696842,.32208797,.3396447,.34226489,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.925577,18.481115,16.77916,.67187649,6.8725858,1.2928176,0,0,0,0
25021851,2017,1,92,.26129141,.25682402,.078908145,.13244991,.094696842,.32208797,.3396447,.34226489,.41032124,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.290968,18.245577,17.360277,.66672653,6.5680494,1.0821049,1,0,0,0
25021851,2018,1,92,.25682402,.078908145,.13244991,.094696842,.32208797,.3396447,.34226489,.41032124,.38351524,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.279984,18.421301,17.390265,.66829801,6.6746449,1.1416218,1,1,0,0
25021851,2019,1,92,.078908145,.13244991,.094696842,.32208797,.3396447,.34226489,.41032124,.38351524,.36875281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.9202,19.025427,17.504339,.67364681,6.81634,1.0993255,1,1,1,0
25223798,2010,0,118,0,0,.15638568,.085240349,.10834356,.10129789,.093996957,.51238692,.36758238,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.958059,18.737522,17.547316,.67062098,6.783854,1.1692771,0,0,0,0
25223798,2011,1,118,0,.15638568,.085240349,.10834356,.10129789,.093996957,.51238692,.36758238,.072071277,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.370144,19.066704,17.38224,.67464858,6.8308024,1.0889788,0,0,0,0
25223798,2012,1,118,.15638568,.085240349,.10834356,.10129789,.093996957,.51238692,.36758238,.072071277,.27138534,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.336313,18.950203,17.507574,.67289537,6.8062048,1.1144305,1,0,0,0
25223798,2013,0,118,.085240349,.10834356,.10129789,.093996957,.51238692,.36758238,.072071277,.27138534,.15360506,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.341286,19.042707,17.731516,.67270297,6.8072925,1.1066062,1,1,0,0
25223798,2014,1,118,.10834356,.10129789,.093996957,.51238692,.36758238,.072071277,.27138534,.15360506,.22183426,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.267717,18.96125,17.663649,.67223889,6.7808537,1.0985564,0,1,1,0
25223798,2015,0,118,.10129789,.093996957,.51238692,.36758238,.072071277,.27138534,.15360506,.22183426,.26893687,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.313347,19.019421,17.832418,.67198098,7.2015572,1.6692709,1,0,1,1
25223798,2016,1,118,.093996957,.51238692,.36758238,.072071277,.27138534,.15360506,.22183426,.26893687,.22126113,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.004213,18.753273,17.74474,.66980785,6.9813919,1.4442388,0,1,0,1
25223798,2017,1,118,.51238692,.36758238,.072071277,.27138534,.15360506,.22183426,.26893687,.22126113,.29833266,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.216736,19.019209,17.337154,.67440498,6.8069091,1.0747319,1,0,1,0
25223798,2018,0,118,.36758238,.072071277,.27138534,.15360506,.22183426,.26893687,.22126113,.29833266,.26122138,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.367243,19.109913,17.770603,.67316866,6.9947128,1.3117805,1,1,0,1
25223798,2019,1,118,.072071277,.27138534,.15360506,.22183426,.26893687,.22126113,.29833266,.26122138,.19774015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.236643,19.026663,18.022068,.67112279,6.8268199,1.1660303,0,1,1,0
25288938,2010,0,23,0,0,.14826037,.082760215,.10716139,.12680498,.11395658,.13084744,.084435754,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.228128,16.866991,15.204975,.66380364,6.3792229,1.1598148,0,0,0,0
25288938,2011,0,23,0,.14826037,.082760215,.10716139,.12680498,.11395658,.13084744,.084435754,.1558464,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.424641,17.109955,15.181387,.66629505,6.3933139,1.0862813,0,0,0,0
25288938,2012,0,23,.14826037,.082760215,.10716139,.12680498,.11395658,.13084744,.084435754,.1558464,.15957309,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.214014,17.052746,15.457253,.66438425,6.3783035,1.1131139,0,0,0,0
25288938,2013,0,23,.082760215,.10716139,.12680498,.11395658,.13084744,.084435754,.1558464,.15957309,.23158824,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.994204,16.618483,15.401289,.66041183,6.2621655,1.1351956,0,0,0,0
25288938,2014,0,23,.10716139,.12680498,.11395658,.13084744,.084435754,.1558464,.15957309,.23158824,.23336138,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.440403,16.837879,15.779907,.66070259,6.2897944,1.1207035,0,0,0,0
25288938,2015,0,23,.12680498,.11395658,.13084744,.084435754,.1558464,.15957309,.23158824,.23336138,.24306658,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.649183,16.999393,16.463352,.65893406,6.3003335,1.1397939,0,0,0,0
25288938,2016,0,23,.11395658,.13084744,.084435754,.1558464,.15957309,.23158824,.23336138,.24306658,.27804884,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.316835,17.121061,16.378489,.66053957,6.3010554,1.0881029,0,0,0,0
25288938,2017,1,23,.13084744,.084435754,.1558464,.15957309,.23158824,.23336138,.24306658,.27804884,.28071508,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.208294,16.631987,16.333918,.65597534,6.2165599,1.1686467,0,0,0,0
25288938,2018,1,23,.084435754,.1558464,.15957309,.23158824,.23336138,.24306658,.27804884,.28071508,.24667816,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.030914,16.555288,16.258213,.6555962,6.201818,1.17301,1,0,0,0
25288938,2019,0,23,.1558464,.15957309,.23158824,.23336138,.24306658,.27804884,.28071508,.24667816,.23910558,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.773697,16.480667,16.197369,.65516454,6.254663,1.2606006,1,1,0,0
25358782,2010,0,46,0,0,.31606373,.3411217,.26859,.25018752,.26058424,.33400342,.2589111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.320595,16.773396,14.779791,.66497117,6.5485144,1.3717177,0,0,0,0
25358782,2011,0,46,0,.31606373,.3411217,.26859,.25018752,.26058424,.33400342,.2589111,.18030353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.473539,17.807995,15.426486,.67192042,6.8541818,1.4065244,0,0,0,0
25358782,2012,0,46,.31606373,.3411217,.26859,.25018752,.26058424,.33400342,.2589111,.18030353,.18539307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.461254,17.630739,15.643481,.66912407,6.7093759,1.3081187,0,0,0,0
25358782,2013,0,46,.3411217,.26859,.25018752,.26058424,.33400342,.2589111,.18030353,.18539307,.26946992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.458862,17.764687,15.764962,.66983885,6.723834,1.2842662,0,0,0,0
25358782,2014,0,46,.26859,.25018752,.26058424,.33400342,.2589111,.18030353,.18539307,.26946992,.32308918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.111912,17.571007,15.909392,.6672374,6.6613927,1.297688,0,0,0,0
25358782,2015,0,46,.25018752,.26058424,.33400342,.2589111,.18030353,.18539307,.26946992,.32308918,.28518784,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.132986,17.544493,16.687664,.66316569,6.6601057,1.3965479,0,0,0,0
25358782,2016,0,46,.26058424,.33400342,.2589111,.18030353,.18539307,.26946992,.32308918,.28518784,.49422902,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.010029,17.643768,16.416359,.66546547,6.6406765,1.2955186,0,0,0,0
25358782,2017,0,46,.33400342,.2589111,.18030353,.18539307,.26946992,.32308918,.28518784,.49422902,.36855745,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.768194,17.400974,16.74905,.66146153,6.4545269,1.1975808,0,0,0,0
25358782,2018,1,46,.2589111,.18030353,.18539307,.26946992,.32308918,.28518784,.49422902,.36855745,.33528581,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.097191,17.666042,16.780344,.66390026,6.5422897,1.2036915,0,0,0,0
25358782,2019,0,46,.18030353,.18539307,.26946992,.32308918,.28518784,.49422902,.36855745,.33528581,.30559933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.383904,17.768642,16.735872,.66512144,6.6632543,1.3092703,1,0,0,0
25549464,2010,0,97,0,0,.14409599,.39883566,.39189726,.3582896,.10977153,.50704664,.37000936,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.450787,18.547653,16.597946,.67341483,6.7960434,1.154995,1,1,1,0
25549464,2011,1,97,0,.14409599,.39883566,.39189726,.3582896,.10977153,.50704664,.37000936,.33121321,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.104156,18.509483,17.088017,.67064095,6.9964437,1.4900887,0,1,1,1
25549464,2012,1,97,.14409599,.39883566,.39189726,.3582896,.10977153,.50704664,.37000936,.33121321,.27700862,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.358459,18.617783,17.515982,.66960353,6.984539,1.4797857,1,0,1,1
25549464,2013,1,97,.39883566,.39189726,.3582896,.10977153,.50704664,.37000936,.33121321,.27700862,.30173126,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.349535,18.629873,17.596455,.66932756,6.9471931,1.43088,1,1,0,1
25549464,2014,1,97,.39189726,.3582896,.10977153,.50704664,.37000936,.33121321,.27700862,.30173126,.23653971,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.359655,18.735529,17.793056,.66939765,6.7133536,1.1160231,1,1,1,0
25549464,2015,1,97,.3582896,.10977153,.50704664,.37000936,.33121321,.27700862,.30173126,.23653971,.31650954,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.458803,18.778791,17.671114,.67041808,7.1358905,1.6603802,1,1,1,1
25549464,2016,1,97,.10977153,.50704664,.37000936,.33121321,.27700862,.30173126,.23653971,.31650954,.34639418,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.76193,19.123917,17.79715,.67317557,7.0952129,1.4477482,1,1,1,1
25549464,2017,1,97,.50704664,.37000936,.33121321,.27700862,.30173126,.23653971,.31650954,.34639418,.36448675,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.82239,19.162252,17.792505,.6735732,7.0688181,1.3926567,1,1,1,1
25549464,2018,1,97,.37000936,.33121321,.27700862,.30173126,.23653971,.31650954,.34639418,.36448675,.3531056,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.915722,19.035345,17.980595,.67141086,6.9569697,1.3191777,1,1,1,1
25549464,2019,1,97,.33121321,.27700862,.30173126,.23653971,.31650954,.34639418,.36448675,.3531056,.340437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.099295,19.20672,18.161884,.67219859,7.0178123,1.3521978,1,1,1,1
25655558,2010,0,110,0,0,.12991197,.40532887,.38338339,.34792903,.079464324,.49431083,.34509668,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.207085,19.410448,16.566462,.68200618,7.0500431,1.1387281,1,1,1,0
25655558,2011,1,110,0,.12991197,.40532887,.38338339,.34792903,.079464324,.49431083,.34509668,.31868717,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.963915,19.147511,16.547117,.67952973,7.2468405,1.4997957,0,1,1,1
25655558,2012,1,110,.12991197,.40532887,.38338339,.34792903,.079464324,.49431083,.34509668,.31868717,.0597299,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.828167,19.102266,16.506193,.67928773,7.2143197,1.4672405,1,0,1,1
25655558,2013,1,110,.40532887,.38338339,.34792903,.079464324,.49431083,.34509668,.31868717,.0597299,.2875967,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.123652,19.085981,16.65827,.67838353,7.1615715,1.4161317,1,1,0,1
25655558,2014,0,110,.38338339,.34792903,.079464324,.49431083,.34509668,.31868717,.0597299,.2875967,.18397337,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.271261,19.286327,16.48671,.6811831,6.9681582,1.0827069,1,1,1,0
25655558,2015,1,110,.34792903,.079464324,.49431083,.34509668,.31868717,.0597299,.2875967,.18397337,.24817999,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.049261,19.350952,16.118313,.68361968,7.4308553,1.6393681,0,1,1,1
25655558,2016,0,110,.079464324,.49431083,.34509668,.31868717,.0597299,.2875967,.18397337,.24817999,.28040227,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.467291,19.035986,16.024916,.68099719,7.1930728,1.4121264,1,0,1,1
25655558,2017,1,110,.49431083,.34509668,.31868717,.0597299,.2875967,.18397337,.24817999,.28040227,.30896646,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20.050564,19.176725,16.980965,.67769015,7.1333499,1.375321,0,1,0,1
25655558,2018,1,110,.34509668,.31868717,.0597299,.2875967,.18397337,.24817999,.28040227,.30896646,.29219741,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.139284,19.267925,17.096292,.67801702,6.8926182,1.0615498,1,0,1,0
25655558,2019,1,110,.31868717,.0597299,.2875967,.18397337,.24817999,.28040227,.30896646,.29219741,.28231537,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.498425,19.739779,17.146,.68238765,7.2603798,1.3332195,1,1,0,1
25680595,2010,0,27,0,0,.11543318,.039591875,.061216511,.054702871,.027792107,.011938666,.026776638,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.90102,17.039963,13.668605,.67302114,6.5046797,1.1223595,0,0,0,0
25680595,2011,0,27,0,.11543318,.039591875,.061216511,.054702871,.027792107,.011938666,.026776638,.27768064,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.359426,17.798126,13.497236,.68127453,6.6721992,1.0403861,0,0,0,0
25680595,2012,0,27,.11543318,.039591875,.061216511,.054702871,.027792107,.011938666,.026776638,.27768064,.028886,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.36474,17.611219,13.554922,.67916423,6.633647,1.0631291,0,0,0,0
25680595,2013,1,27,.039591875,.061216511,.054702871,.027792107,.011938666,.026776638,.27768064,.028886,.22494076,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.542997,17.629152,13.593873,.67914879,6.6305032,1.0562267,0,0,0,0
25680595,2014,0,27,.061216511,.054702871,.027792107,.011938666,.026776638,.27768064,.028886,.22494076,.15318561,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.459335,17.451811,13.088251,.67989141,6.5757933,1.0281819,1,0,0,0
25680595,2015,1,27,.054702871,.027792107,.011938666,.026776638,.27768064,.028886,.22494076,.15318561,.20529415,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.373138,17.468687,12.895086,.68100268,6.5745335,1.0120102,0,1,0,0
25680595,2016,1,27,.027792107,.011938666,.026776638,.27768064,.028886,.22494076,.15318561,.20529415,.22494504,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.547493,17.551285,14.267448,.67508775,6.5390363,1.0271384,1,0,1,0
25680595,2017,1,27,.011938666,.026776638,.27768064,.028886,.22494076,.15318561,.20529415,.22494504,.24623904,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18.696774,17.530552,13.746311,.67743784,6.8146701,1.3200645,1,1,0,1
25680595,2018,1,27,.026776638,.27768064,.028886,.22494076,.15318561,.20529415,.22494504,.24623904,.2223976,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.744406,17.654205,13.563604,.67954201,6.6140094,1.0293072,1,1,1,0
25680595,2019,1,27,.27768064,.028886,.22494076,.15318561,.20529415,.22494504,.24623904,.2223976,.21191011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.883539,17.898436,15.025067,.67477119,6.7950425,1.2522485,1,1,1,1
25819909,2010,0,15,0,0,.31495169,.3580353,.28150317,.25879553,.25325406,.28556854,.22355011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.922628,18.204119,16.348423,.67127782,6.8800707,1.3701931,0,0,0,0
25819909,2011,0,15,0,.31495169,.3580353,.28150317,.25879553,.25325406,.28556854,.22355011,.11142933,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.517847,17.629696,16.344046,.66568208,6.7414918,1.4305161,0,0,0,0
25819909,2012,0,15,.31495169,.3580353,.28150317,.25879553,.25325406,.28556854,.22355011,.11142933,.49826825,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.142178,17.639757,16.297993,.66600609,6.6720872,1.3251202,0,0,0,0
25819909,2013,0,15,.3580353,.28150317,.25879553,.25325406,.28556854,.22355011,.11142933,.49826825,.20261481,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.15719,17.742481,16.256823,.66721225,6.6855869,1.2953689,0,0,0,0
25819909,2014,1,15,.28150317,.25879553,.25325406,.28556854,.22355011,.11142933,.49826825,.20261481,.42691091,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.136612,17.69335,15.483522,.67051989,6.7260246,1.2882105,0,0,0,0
25819909,2015,0,15,.25879553,.25325406,.28556854,.22355011,.11142933,.49826825,.20261481,.42691091,.40657577,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.220362,17.703936,14.186412,.67697746,6.8500805,1.3305182,1,0,0,0
25819909,2016,1,15,.25325406,.28556854,.22355011,.11142933,.49826825,.20261481,.42691091,.40657577,.31270009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.710373,17.541319,14.12158,.67570484,6.7417355,1.2505083,0,1,0,0
25819909,2017,1,15,.28556854,.22355011,.11142933,.49826825,.20261481,.42691091,.40657577,.31270009,.41679424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.852295,17.621853,13.799153,.6780718,6.673511,1.1178747,1,0,1,0
25819909,2018,0,15,.22355011,.11142933,.49826825,.20261481,.42691091,.40657577,.31270009,.41679424,.27686891,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.834721,17.439137,13.881703,.67588067,6.9991832,1.6458685,1,1,0,1
25819909,2019,1,15,.11142933,.49826825,.20261481,.42691091,.40657577,.31270009,.41679424,.27686891,.35392278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.804457,17.467304,13.269058,.6791572,6.7461433,1.2246007,0,1,1,0
25862758,2010,0,17,0,0,.34979111,.35601854,.27296361,.2642228,.30908662,.39566866,.293102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.014498,16.253624,14.534538,.66108984,6.4323921,1.4187711,0,0,0,0
25862758,2011,0,17,0,.34979111,.35601854,.27296361,.2642228,.30908662,.39566866,.293102,.44227561,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.671614,16.855209,15.141601,.66399884,6.5880084,1.427634,0,0,0,0
25862758,2012,0,17,.34979111,.35601854,.27296361,.2642228,.30908662,.39566866,.293102,.44227561,.2326337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.352102,17.467325,15.771408,.66689944,6.6518378,1.3138524,0,0,0,0
25862758,2013,1,17,.35601854,.27296361,.2642228,.30908662,.39566866,.293102,.44227561,.2326337,.48874879,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.392223,17.061594,15.636153,.66359442,6.5240479,1.3024184,0,0,0,0
25862758,2014,0,17,.27296361,.2642228,.30908662,.39566866,.293102,.44227561,.2326337,.48874879,.34953859,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.315048,16.492674,15.472958,.65883052,6.3977323,1.3621804,1,0,0,0
25862758,2015,1,17,.2642228,.30908662,.39566866,.293102,.44227561,.2326337,.48874879,.34953859,.32460755,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.083557,16.291723,15.684562,.65582889,6.4009466,1.4853771,0,1,0,0
25862758,2016,0,17,.30908662,.39566866,.293102,.44227561,.2326337,.48874879,.34953859,.32460755,.46451151,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.028881,16.557789,15.552293,.65907866,6.3965368,1.3405795,1,0,1,0
25862758,2017,0,17,.39566866,.293102,.44227561,.2326337,.48874879,.34953859,.32460755,.46451151,.50069904,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.441797,16.428446,15.39697,.6585747,6.5160909,1.5562446,0,1,0,1
25862758,2018,1,17,.293102,.44227561,.2326337,.48874879,.34953859,.32460755,.46451151,.50069904,.37072155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.049292,16.290424,15.42848,.65707064,6.2587204,1.2619191,0,0,1,0
25862758,2019,1,17,.44227561,.2326337,.48874879,.34953859,.32460755,.46451151,.50069904,.37072155,.33354646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.160631,16.522919,15.653676,.65824103,6.5724607,1.6302751,1,0,0,1
26259699,2010,0,37,0,0,.27105877,.28309199,.17653336,.23065558,.24480401,.29375634,.23252079,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.980324,17.984348,13.653064,.68233222,6.9519463,1.3113521,0,0,0,0
26259699,2011,0,37,0,.27105877,.28309199,.17653336,.23065558,.24480401,.29375634,.23252079,.12910588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.794998,18.105469,13.279017,.68534893,7.0197458,1.3272272,0,0,0,0
26259699,2012,0,37,.27105877,.28309199,.17653336,.23065558,.24480401,.29375634,.23252079,.12910588,.14637108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.820757,17.974293,12.83007,.68626535,6.8948565,1.1930742,0,0,0,0
26259699,2013,0,37,.28309199,.17653336,.23065558,.24480401,.29375634,.23252079,.12910588,.14637108,.23838159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.540106,17.670866,14.162893,.67676926,6.7863922,1.2594254,0,0,0,0
26259699,2014,0,37,.17653336,.23065558,.24480401,.29375634,.23252079,.12910588,.14637108,.23838159,.29804167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.171377,18.026373,14.461714,.67878193,6.8915367,1.2773709,0,0,0,0
26259699,2015,0,37,.23065558,.24480401,.29375634,.23252079,.12910588,.14637108,.23838159,.29804167,.26183957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.055325,17.74678,14.683662,.67496061,6.8398957,1.341457,0,0,0,0
