id,year,costs,assets,sales,wva,ws,lp,cm,legal_form,subject_type,inst_sector,empl_num,empl_cat,nace,cs,iis,COGSS,nace2,GO,W,II,COGS,VA,L,deflatorgfcp,deflatorintp,deflatorprdp,deflatorvalp,deflatorgdp,deflatorcpi,rGO,rVA,rII,rW,rK,rCOGS,go,w,ii,va,l,k,cogs,lagExists,entry,exit,pp_sales,tenders,pp_dummy,pp_share,lgExist,trim,s_g,s_g_p_1,s_g_p_2,s_g_p_3,s_g_p_4,s_g_p_5,s_g_p_95,s_g_p_96,s_g_p_97,s_g_p_98,s_g_p_99,costshare,cs_p_1,cs_p_99,betahat_tl,muhat_tl,meanpp,treated,i,t,markup,Y,Ei,K,D,D1,nace41,nace42,nace43,sector,public,foreign,empl
25001451,2006,183371000,1839000,181900000,1.0106,.079400003,,.74120003,Limited liability company,Company,Non-financial corporations national private,27,25 - 49 employees,432900,1.0080869,.92868692,.25879997,43,181900000,14442861,168928144,47075716,12971856,,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,198342592,14259487,184379104,17407174,1883449.4,51381484,19.105507,16.672394,19.032505,16.472933,,14.448615,17.754789,1,0,0,0,1,0,0,1,1,3.8601959,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.96463996,.16021043,.99653023,.96897852,1.7939529,.36363637,1,25001452,1,1.7939529,.58442152,12,-11,0,0,0,0,1,3,0,0,1
25001582,2010,299457000,26932000,295785000,1.5017999,.22649999,397855.88,.2518,Limited liability company,Company,Non-financial corporations national private,99,100 - 199 employees,432000,1.0124145,.78591448,.7482,43,295784992,66995300,232461712,221306336,63323280,159.16136,.93330002,.98640001,1.0035,1.0437,.93886238,.93039924,294753344,60671920,235666784,72007048,28856744,224357600,19.50165,18.092274,19.277929,17.920992,5.0699186,17.177855,19.228752,1,0,0,0,1,0,0,1,1,1.3137658,1.0362214,1.0591097,1.0899973,1.1201819,1.1311389,4.6105056,5.1926022,5.997313,7.0211411,9.9188604,.88603824,.17120239,.9910233,.97471488,1.6628789,.14285715,1,25001582,5,1.6628789,.50855035,15,-10,0,0,0,0,1,3,0,0,1
25010522,2019,86677000,7445000,100348000,1.4321001,.16329999,84030040,.60070002,Limited liability company,Company,Non-financial corporations national private,27,25 - 49 employees,422100,.86376411,.70046413,.39929998,42,100348000,16386828,70290176,40068956,30057824,.35770333,1.0422,1.0893,1.1511,1.3053,1.091812,1.0836875,87175744,23027522,64527836,15121359,7143542.5,36784132,18.283436,16.531618,17.982607,16.9522,-1.0280514,15.781719,17.420578,1,0,0,0,1,0,0,1,1,2.3699279,1.0162288,1.038648,1.0981921,1.1196311,1.1540394,5.728282,6.654798,7.4571481,8.9106579,15.362205,.83737946,.10845396,.99716008,.93628705,1.8650041,0,0,25010522,14,1.8650041,.62326324,,,0,0,0,1,0,3,0,0,1
25014081,2009,40426000,1610000,49320000,.49349999,.17290001,,.75709999,Limited liability company,Company,Non-financial corporations national private,45,10 - 19 employees,412000,.81966746,.64676744,.24290001,41,49320000,8527428,31898570,11979829,17421430,,.96230006,.98339999,1.0049,1.0559,.95243758,.91689593,49079512,16499129,32437026,9300323,1673074.9,12182051,17.708952,16.045559,17.294811,16.618818,,14.330173,16.315474,1,0,0,0,1,0,0,1,1,4.0288382,1.0504562,1.0846872,1.1125567,1.1282047,1.1556506,4.7947321,5.0236387,5.7905607,6.7165751,7.7605453,.87924504,.18825078,.99480075,.92242229,1.6989808,.33333334,1,25014080,4,1.6989808,.53002852,7,-3,0,0,1,0,0,3,0,0,1
25021851,2006,116692000,11341000,125895000,.67839998,.2066,448435.28,.67440003,Joint stock company,Company,Non-financial corporations national private,92,100 - 199 employees,421200,.92689937,.72029936,.32559997,42,125895000,26009906,90682088,40991408,35212912,78.523956,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,137275104,38708268,98976296,31348288,11615117,44740676,18.737497,17.26067,18.410391,17.471563,4.3634038,16.267818,17.616394,1,0,0,0,1,0,0,1,1,3.0682395,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.79389668,.16021043,.99653023,.93506265,1.8180003,.375,1,25021852,1,1.8180003,.59773719,11,-10,0,0,0,1,0,3,0,0,1
25030329,2008,12364000,1303000,13767000,.56270003,.1697,353083.34,.48660001,Limited liability company,Company,Non-financial corporations national private,10,10 - 19 employees,412000,.89808965,.72838962,.51339996,41,13767000,2336259.8,10027740,7067977,3739260,10.590304,.95639998,.9774,.99110001,1.022,.92841196,.90764356,13890626,3658767.3,10259607,2573983.8,1362400.8,7231407,16.446724,14.760965,16.143724,15.112637,2.3599389,14.124759,15.793944,1,0,0,0,1,0,0,1,1,1.9208746,1.0550734,1.0822837,1.107815,1.1304183,1.1390355,4.2162333,4.8580151,5.3654895,6.8771076,14.35483,.84146714,.20035221,.99795556,.90816611,1.7853158,0,0,25030328,3,1.7853158,.57959527,,,0,0,1,0,0,3,0,0,0
25032640,2008,23407000,1248000,21282000,1.3642,.27849999,,.1258,Limited liability company,Company,Non-financial corporations national private,24,20 - 24 employees,432200,1.0998496,.82134962,.87419999,43,21282000,5927037,17479962,18604724,3802038,,.95639998,.9774,.99110001,1.022,.92841196,.90764356,21473110,3720194,17884144,6530137.5,1304893.4,19034912,16.882313,15.691938,16.699425,15.129287,,14.081632,16.761786,1,0,0,0,1,0,0,1,1,1.1280909,1.0550734,1.0822837,1.107815,1.1304183,1.1390355,4.2162333,4.8580151,5.3654895,6.8771076,14.35483,.93584532,.20035221,.99795556,.94144636,1.7036924,0,0,25032640,3,1.7036924,.53279793,,,0,0,0,0,1,3,0,0,1
25035070,2009,470185000,118159000,663029000,.38769999,.21780001,1226577.5,.64089996,Joint stock company,Company,Non-financial corporations foreign controlled,258,250 - 499 employees,412000,.70914698,.49134696,.35910004,41,663028992,144407728,325777280,238093744,337251712,274.95346,.96230006,.98339999,1.0049,1.0559,.95243758,.91689593,659796032,319397408,331276480,157496320,122788104,242112816,20.307442,18.874912,19.618464,19.581947,5.6166019,18.625971,19.304914,1,0,0,0,1,0,0,1,1,2.7251594,1.0504562,1.0846872,1.1125567,1.1282047,1.1556506,4.7947321,5.0236387,5.7905607,6.7165751,7.7605453,.66350287,.18825078,.99480075,.95399082,1.720749,.80000001,1,25035070,4,1.720749,.54275966,12,-8,0,0,1,0,0,2,0,1,1
25041444,2006,137896000,25383000,154260000,.55610001,.1846,689918.94,.72550005,Limited liability company,Company,Non-financial corporations national private,68,50 - 99 employees,439910,.89391935,.70931935,.27449995,43,154260000,28476396,109419600,42344364,44840400,64.993721,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,168204112,49291412,119427632,34321012,25996518,46217380,18.940689,17.351269,18.598221,17.713261,4.1742907,17.073473,17.648867,1,0,0,0,1,0,0,1,1,3.6394126,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.64000672,.16021043,.99653023,.92319959,1.8784983,0,0,25041444,1,1.8784983,.63047266,,,0,0,0,0,1,3,0,0,1
25042726,2006,71316000,4960000,66183000,.51069999,.118,525000,.71029997,Limited liability company,Company,Non-financial corporations national private,27,25 - 49 employees,439990,1.0775577,.95955765,.28970003,43,66183000,7809594,63506404,19173218,2676596,5.098278,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,72165520,2942284.3,69315000,9412468,5079885,20926890,18.094473,16.057547,18.054173,14.894697,1.6289028,15.440799,16.856546,1,0,0,0,1,0,0,1,1,3.4484589,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.80467069,.16021043,.99653023,.92277902,1.8184299,.2,1,25042726,1,1.8184299,.59797347,6,-5,0,0,0,0,1,3,0,0,1
25045521,2006,16566000,3072000,16236000,.93010002,.36590001,279173.91,.21540001,Joint stock company,Company,Non-financial corporations national private,21,10 - 19 employees,432100,1.0203252,.65442514,.78460002,43,16236000,5940752.5,10625247,12738766,5610753,20.097698,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,17703630,6167695.5,11597082,7160057.5,3146251.5,13903913,16.68928,15.784029,16.266264,15.634836,3.0006053,14.961722,16.447681,1,0,0,0,1,0,0,1,1,1.273284,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.81547087,.16021043,.99653023,.91671717,1.8293622,.2,1,25045520,1,1.8293622,.60396737,12,-11,0,0,0,0,1,3,0,0,1
25046527,2007,24200000,1440000,25481000,.76999998,.18889999,446571.44,.57130003,Joint stock company,Company,Non-financial corporations national private,11,10 - 19 employees,412000,.94972724,.76082724,.42869997,41,25481000,4813360.5,19386638,10923704,6094362,13.647003,.97470003,.94800001,.95429999,.96279997,.91012228,.85337996,26701248,6329832,20450040,5640348.5,1477377.6,11522894,17.100222,15.545457,16.833496,15.660785,2.6135199,14.205779,16.259846,1,0,0,0,1,0,0,1,1,2.3172345,1.0915266,1.132465,1.1496336,1.1640477,1.1786879,5.0683594,5.9166064,6.2009907,6.4970469,9.9240561,.88635796,.19257173,.99529177,.92254978,1.7803315,0,0,25046528,2,1.7803315,.57679957,,,0,0,1,0,0,3,0,0,0
25048902,2008,96070000,8933000,64113000,.39880002,.029899999,401250,.1761,Limited liability company,Company,Non-financial corporations national private,14,10 - 19 employees,439900,1.498448,1.4685481,.82389998,43,64113000,1916978.6,94153024,52822700,-30040024,,.95639998,.9774,.99110001,1.022,.92841196,.90764356,64688728,-29393372,96330080,2112039,9340234,54044096,17.985098,14.563165,18.383291,,,16.049841,17.805311,1,0,0,0,1,0,0,1,1,1.196962,1.0550734,1.0822837,1.107815,1.1304183,1.1390355,4.2162333,4.8580151,5.3654895,6.8771076,14.35483,.85264128,.20035221,.99795556,.94492888,1.7173259,.5,1,25048902,3,1.7173259,.54076838,12,-9,0,0,0,0,1,3,0,0,0
25050109,2021,51664000,12501000,52924000,.61869997,.1521,,.75279999,Joint stock company,Company,Non-financial corporations national private,19,10 - 19 employees,431000,.9761923,.82409227,.24720001,43,52924000,8049740,43614260,13082813,9309740,,1.1234288,1.1741998,1.2408165,1.4070348,1.1769075,1.1608735,42652560,6616567,37143816,6934209.5,11127541,11141897,17.568598,15.751978,17.430307,15.705088,,16.224934,16.226223,1,0,0,0,1,0,0,1,1,3.8281238,1.0022371,1.0428832,1.0650672,1.1151452,1.1365749,5.3585052,5.7248168,6.5807548,7.5584064,11.319527,.50032234,.208937,.99669135,.888946,1.9935625,0,0,25050108,16,1.9935625,.68992323,,,0,0,0,0,1,3,0,0,1
25077155,2007,235438000,77416000,270397000,.54189998,.21440001,1061232.4,.21690001,Joint stock company,Company,Non-financial corporations national private,158,100 - 199 employees,432100,.87071234,.65631235,.78310001,43,270396992,57973120,177464896,211747888,92932096,87.569977,.97470003,.94800001,.95429999,.96279997,.91012228,.85337996,283345888,96522744,187199248,67933536,79425464,223362752,19.462179,18.03404,19.047684,18.38529,4.4724383,18.190331,19.224308,1,0,0,0,1,0,0,1,1,1.2685459,1.0915266,1.132465,1.1496336,1.1640477,1.1786879,5.0683594,5.9166064,6.2009907,6.4970469,9.9240561,.7376864,.19257173,.99529177,.95828271,1.7768195,.375,1,25077156,2,1.7768195,.57482493,4,-2,0,0,0,0,1,3,0,0,1
25079891,2007,335212000,19305000,356219000,.43849999,.057600003,1408093.8,.27700001,Limited liability company,Company,Non-financial corporations foreign controlled,58,50 - 99 employees,412000,.94102788,.88342786,.72299999,41,356219008,20518216,314693792,257546336,41525216,29.490377,.97470003,.94800001,.95429999,.96279997,.91012228,.85337996,373277824,43129640,331955456,24043470,19806094,271673344,19.737833,16.995375,19.620512,17.579721,3.384064,16.8015,19.420111,1,0,0,0,1,0,0,1,1,1.3739951,1.0915266,1.132465,1.1496336,1.1640477,1.1786879,5.0683594,5.9166064,6.2009907,6.4970469,9.9240561,.93204975,.19257173,.99529177,.98721027,1.7153515,.06666667,1,25079892,2,1.7153515,.53961802,13,-11,0,0,1,0,0,2,0,1,1
25089161,2012,61366000,7829000,60036000,.50929999,.0294,226071.44,.5036,Limited liability company,Company,Non-financial corporations national private,31,25 - 49 employees,412010,1.0221534,.99275339,.4964,41,60036000,1765058.4,59600944,29801870,435056,1.9244182,.95649999,.99160004,.99449998,1,.95228857,.97941154,60368024,435056,60105832,1802162.1,8185049.5,30054326,17.91597,14.404498,17.911617,12.98323,.65462369,15.91782,17.218517,1,0,0,0,1,0,0,1,1,2.00863,1.0807327,1.107379,1.1148077,1.1446264,1.1530981,4.7775946,5.2923789,6.2162333,6.4577956,12.589449,.78595233,.21952453,.99618721,.92729497,1.6841854,0,0,25089160,7,1.6841854,.52128202,,,0,0,1,0,0,3,0,0,1
25093894,2011,10583000,6401000,10589000,.69129997,.24540001,,.3495,Limited liability company,Company,Non-financial corporations national private,9,10 - 19 employees,412000,.9994334,.75403339,.6505,41,10589000,2598540.8,7984459.5,6888144.5,2604540.5,,.92129999,.99070001,1,1.021,.93866926,.94823706,10589000,2550970,8059412,2740391.5,6947791,6952805.5,16.175325,14.823611,15.902351,14.751985,,15.753934,15.754656,1,0,0,0,1,0,0,1,1,1.5229824,1.0469195,1.0984589,1.1104013,1.1330054,1.1513073,5.0701132,5.7133799,6.7394581,8.4747629,13.702625,.50018036,.17771626,.99270868,.88064313,2.0072603,0,0,25093894,6,2.0072603,.69677079,,,0,0,1,0,0,3,0,0,0
25095005,2020,45773000,6757000,48929000,.75319999,.33169997,,.49919999,Limited liability company,Company,Non-financial corporations national private,24,20 - 24 employees,432100,.93549836,.60379839,.50080001,43,48929000,16229748,29543252,24503644,19385748,,1.0872064,1.1363404,1.2008091,1.3616681,1.1389608,1.1179461,40746692,14236764,25998594,14517469,6215011.5,21563648,17.522884,16.490864,17.073553,16.471338,,15.642478,16.88652,1,0,1,0,1,0,0,1,1,1.8896011,1.0140508,1.0403608,1.073038,1.1071236,1.1301949,5.3193488,6.021719,6.4550624,7.7124076,12.634346,.77626669,.17136976,.99402052,.92054486,1.8278819,0,0,25095004,15,1.8278819,.60315788,,,0,0,0,0,1,3,0,0,1
25101749,2006,97690000,8491000,100708000,.7615,.2202,301903.22,.32589999,Limited liability company,Company,Non-financial corporations national private,18,20 - 24 employees,412000,.97003216,.74983215,.67410004,41,100708000,22175902,75514096,67887264,25193904,83.450264,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,109811360,27694738,82420968,26727376,8696231,74096552,18.514275,17.101198,18.22735,17.136753,4.4242506,15.9784,18.12088,1,0,0,0,1,0,0,1,1,1.4820037,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.89496392,.16021043,.99653023,.95670283,1.7983466,0,0,25101748,1,1.7983466,.58686769,,,0,0,1,0,0,3,0,0,1
25102397,2011,56283000,7151000,71715000,.2728,.098500006,1726800,.74800003,Limited liability company,Company,Non-financial corporations national private,20,10 - 19 employees,412000,.78481489,.68631488,.25199997,41,71715000,7063928,49219072,18072178,22495928,13.027524,.92129999,.99070001,1,1.021,.93866926,.94823706,71715000,22033230,49681104,7449538,7761858.5,18241826,18.088211,15.823663,17.721136,16.908062,2.5670643,15.864733,16.719227,1,0,0,0,1,0,0,1,1,3.9313498,1.0469195,1.0984589,1.1104013,1.1330054,1.1513073,5.0701132,5.7133799,6.7394581,8.4747629,13.702625,.7015093,.17771626,.99270868,.91133791,1.7975429,0,0,25102396,6,1.7975429,.58642071,,,0,0,1,0,0,3,0,0,1
25122304,2018,25153000,771000,25118000,.99360001,.16159999,24305534,.75999999,Limited liability company,Company,Non-financial corporations national private,28,25 - 49 employees,431000,1.0013934,.83979344,.24000001,43,25118000,4059068.8,21093932,6028320,4024068,.1655618,1.0042,1.0495,1.0898,1.1865001,1.0509413,1.0536801,23048266,3391544.8,20099030,3852278.3,767775.38,5743992.5,16.9531,15.164175,16.816181,15.036796,-1.7984108,13.551252,15.563665,1,0,0,0,1,0,0,1,1,4.0125866,1.0266745,1.0945905,1.111135,1.1430514,1.1694239,5.6949763,6.1066656,6.9033761,8.3019028,11.396701,.88209414,.12412826,.99643099,.90963578,1.9423393,0,0,25122304,13,1.9423393,.66389304,,,0,0,0,0,1,3,0,0,1
25127888,2009,96179000,9585000,99939000,.44709998,.053600002,,.84990001,Limited liability company,Company,Non-financial corporations foreign controlled,28,20 - 24 employees,432100,.96237707,.90877706,.15009999,43,99939000,5356730.5,90822272,15000843,9116728,,.96230006,.98339999,1.0049,1.0559,.95243758,.91689593,99451688,8634083,92355376,5842245,9960511,15254061,18.415182,15.580626,18.341154,15.971228,,16.11414,16.540356,1,0,0,0,1,0,0,1,1,6.5196862,1.0504562,1.0846872,1.1125567,1.1282047,1.1556506,4.7947321,5.0236387,5.7905607,6.7165751,7.7605453,.60497004,.18825078,.99480075,.90130448,1.7956336,.33333334,1,25127888,4,1.7956336,.5853579,12,-8,0,0,0,0,1,2,0,1,1
25131133,2017,22736000,7589000,22789000,.90209997,.37040001,,.1982,Joint stock company,Company,Non-financial corporations national private,19,20 - 24 employees,412000,.99767435,.62727433,.80180001,41,22789000,8441046,14294955,18272220,8494045,,.99970001,1.0227,1.0461,1.0997,1.024633,1.0315078,21784724,7723966,13977663,8183210.5,7591277.5,17866648,16.896719,15.917595,16.452971,15.859838,,15.84251,16.698446,1,0,0,0,1,0,0,1,1,1.2192955,1.031039,1.0880702,1.1210079,1.1580563,1.179859,5.6282725,6.1563692,7.4514561,9.043766,12.48571,.70181084,.12277135,.99353218,.9109956,1.8754948,.2,1,25131132,12,1.8754948,.62887251,15,-3,0,0,1,0,0,3,0,0,1
25142691,2006,143056000,7278000,147140000,.74480003,.19600001,337394.75,.51020002,Joint stock company,Company,Non-financial corporations national private,20,20 - 24 employees,432200,.97224414,.77624416,.48979998,43,147140000,28839442,114216568,72069168,32923432,97.581337,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,160440512,36191524,124663352,34758568,7453912,78660952,18.893435,17.363937,18.641127,17.404335,4.5806861,15.824249,18.180658,1,0,0,0,1,0,0,1,1,2.0396461,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.91344219,.16021043,.99653023,.96119457,1.7967072,.71428573,1,25142692,1,1.7967072,.58595562,7,-6,0,0,0,0,1,3,0,0,1
25151541,2007,211750000,14848000,210120000,.83459997,.1267,,.43520001,Limited liability company,Company,Non-financial corporations national private,16,10 - 19 employees,432900,1.0077574,.88105744,.56480002,43,210120000,26622204,185127792,118675784,24992208,,.97470003,.94800001,.95429999,.96279997,.91012228,.85337996,220182336,25957840,195282480,31196190,15233405,125185424,19.209967,17.255806,19.089958,17.071983,,16.539001,18.645308,1,0,0,0,1,0,0,1,1,1.7588496,1.0915266,1.132465,1.1496336,1.1640477,1.1786879,5.0683594,5.9166064,6.2009907,6.4970469,9.9240561,.89151454,.19257173,.99529177,.96534455,1.7582216,.26666668,1,25151540,2,1.7582216,.56430286,4,-2,0,0,0,0,1,3,0,0,0
25156713,2017,26773000,4932000,26630000,.90389997,.2913,25878000,.19610001,Limited liability company,Company,Non-financial corporations national private,16,10 - 19 employees,432200,1.0053699,.7140699,.8039,43,26630000,7757319,19015682,21407858,7614318,.29423904,.99970001,1.0227,1.0461,1.0997,1.024633,1.0315078,25456456,6923996,18593608,7520368.5,4933480,20932688,17.052481,15.833126,16.738329,15.750504,-1.2233628,15.411555,16.856823,1,0,0,0,1,0,0,1,1,1.2161102,1.031039,1.0880702,1.1210079,1.1580563,1.179859,5.6282725,6.1563692,7.4514561,9.043766,12.48571,.80926901,.12277135,.99353218,.9232586,1.8291421,.33333334,1,25156712,12,1.8291421,.60384703,14,-2,0,0,0,0,1,3,0,0,0
25159674,2007,35523000,3071000,35821000,.72839999,.21600001,,.38150001,Limited liability company,Company,Non-financial corporations national private,20,10 - 19 employees,421000,.99168086,.77568084,.61849999,42,35821000,7737336,27785664,22155288,8035336,,.97470003,.94800001,.95429999,.96279997,.91012228,.85337996,37536416,8345800,29309772,9066695,3150713,23370556,17.440823,16.020119,17.193432,15.937269,,14.96314,16.966988,1,0,0,0,1,0,0,1,1,1.6061413,1.0915266,1.132465,1.1496336,1.1640477,1.1786879,5.0683594,5.9166064,6.2009907,6.4970469,9.9240561,.88120049,.19257173,.99529177,.93417913,1.7589614,0,0,25159674,2,1.7589614,.56472355,,,0,0,0,1,0,3,0,0,1
25161601,2006,16081000,417000,18160000,.38569999,.13069999,,.61659998,Limited liability company,Company,Non-financial corporations national private,18,10 - 19 employees,421100,.8855176,.75481761,.38340002,42,18160000,2373511.8,13707488,6962544.5,4452512,,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,19801548,4894483.5,14961239,2860661.3,427079.06,7599371.5,16.801271,14.866564,16.520973,15.40362,,12.964725,15.843576,1,0,0,0,1,0,0,1,1,2.6056824,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.94679105,.16021043,.99653023,.92849272,1.8324066,.5,1,25161600,1,1.8324066,.60563022,8,-7,0,0,0,1,0,3,0,0,1
25172654,2008,125482000,30330000,124139000,.80739999,.24229999,,.368,Limited liability company,Company,Non-financial corporations national private,90,50 - 99 employees,431000,1.0108185,.76851851,.63199997,43,124139000,30078878,95403120,78455848,28735880,,.95639998,.9774,.99110001,1.022,.92841196,.90764356,125253760,28117300,97609088,33139526,31712674,80269952,18.645853,17.316236,18.396481,17.151896,,17.272226,18.200907,1,0,0,0,1,0,0,1,1,1.5604066,1.0550734,1.0822837,1.107815,1.1304183,1.1390355,4.2162333,4.8580151,5.3654895,6.8771076,14.35483,.71680719,.20035221,.99795556,.93859017,1.7585984,.5714286,1,25172654,3,1.7585984,.56451714,4,-1,0,0,0,0,1,3,0,0,1
25175203,2008,132391000,44623000,136397000,.76120001,.222,493802.47,.26199999,Joint stock company,Company,Non-financial corporations national private,0,50 - 99 employees,432900,.97062987,.74862987,.73800004,43,136396992,30280134,102110872,100660992,34286120,69.432861,.95639998,.9774,.99110001,1.022,.92841196,.90764356,137621824,33548064,104471936,33361262,46657256,102988536,18.740021,17.322906,18.46443,17.328489,4.2403603,17.658339,18.450129,1,0,0,0,1,0,0,1,1,1.336283,1.0550734,1.0822837,1.107815,1.1304183,1.1390355,4.2162333,4.8580151,5.3654895,6.8771076,14.35483,.68821537,.20035221,.99795556,.94077194,1.768674,.5,1,25175204,3,1.768674,.57023013,12,-9,0,0,0,0,1,3,0,0,0
25176099,2011,34642000,1332000,34757000,.84379995,.19580001,305285.72,.53110003,Limited liability company,Company,Non-financial corporations national private,30,10 - 19 employees,412000,.99669129,.80089128,.46889997,41,34757000,6805421,27836578,16297556,6920422,22.668673,.92129999,.99070001,1,1.021,.93866926,.94823706,34757000,6778082,28097888,7176919.5,1445783.1,16450546,17.363892,15.786381,17.151205,15.729205,3.1209838,14.184162,16.61587,1,0,0,0,1,0,0,1,1,2.1128175,1.0469195,1.0984589,1.1104013,1.1330054,1.1513073,5.0701132,5.7133799,6.7394581,8.4747629,13.702625,.91921341,.17771626,.99270868,.93488461,1.7324373,0,0,25176100,6,1.7324373,.54952925,,,0,0,1,0,0,3,0,0,1
25205099,2015,25326000,9626000,18546000,.8064,.3089,417823.53,.16950001,Limited liability company,Company,Non-financial corporations national private,19,10 - 19 employees,432200,1.3655775,1.0566775,.83050001,43,18546000,5728859.5,19597140,15402453,-1051140,,1,1,1,1,1,1,18546000,-1051140,19597140,5728859.5,9626000,15402453,16.735765,15.561027,16.790894,,,16.079979,16.550037,1,0,0,0,1,0,0,1,1,1.2040939,1.07032,1.082837,1.1247329,1.1412919,1.1576754,4.6104183,5.5555553,6.6666679,8.7260027,14.925379,.61539775,.11420469,.99456435,.90217984,1.8166125,.5,1,25205100,10,1.8166125,.59697348,11,-1,0,0,0,0,1,3,0,0,1
25208845,2006,85502000,34457000,68485000,1.1187999,.4892,194058.06,.1247,Limited liability company,Company,Non-financial corporations public,168,100 - 199 employees,412000,1.2484778,.75927782,.87529999,41,68485000,33502862,51999140,59944920,16485860,84.953232,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,74675608,18122304,56755224,40379128,35289840,65427764,18.128664,17.513824,17.854258,16.712654,4.442101,17.379107,17.996458,1,0,0,0,1,0,0,1,1,1.1413443,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.64961594,.16021043,.99653023,.92998767,1.8752258,.25,1,25208844,1,1.8752258,.62872905,10,-9,0,0,1,0,0,4,1,0,1
25215078,2008,69638000,4402000,57150000,2.6676998,.31510001,,.16239999,Limited liability company,Company,Non-financial corporations national private,25,20 - 24 employees,432900,1.2185127,.90341264,.83759999,43,57150000,18007966,51630032,47868840,5519968,,.95639998,.9774,.99110001,1.022,.92841196,.90764356,57663200,5401143,52823852,19840350,4602677,48975692,17.870131,16.803228,17.782473,15.502121,,15.342149,17.706835,1,0,0,0,1,0,0,1,1,1.1773841,1.0550734,1.0822837,1.107815,1.1304183,1.1390355,4.2162333,4.8580151,5.3654895,6.8771076,14.35483,.91409451,.20035221,.99795556,.95299423,1.7074524,.25,1,25215078,3,1.7074524,.53500247,4,-1,0,0,0,0,1,3,0,0,1
25215621,2007,34011000,258000,34118000,.85280001,.1583,,.45229998,Limited liability company,Company,Non-financial corporations national private,15,10 - 19 employees,412000,.99686384,.83856386,.54770005,41,34118000,5400879.5,28610122,18686430,5507878,,.97470003,.94800001,.95429999,.96279997,.91012228,.85337996,35751860,5720688,30179454,6328810,264696.81,19711424,17.392113,15.660623,17.222672,15.5596,,12.486341,16.796709,1,0,0,0,1,0,0,1,1,1.8137634,1.0915266,1.132465,1.1496336,1.1640477,1.1786879,5.0683594,5.9166064,6.2009907,6.4970469,9.9240561,.98674935,.19257173,.99529177,.96827745,1.7338163,0,0,25215620,2,1.7338163,.55032492,,,0,0,1,0,0,3,0,0,0
25220748,2008,39288000,21059000,40353000,.54619998,.1318,,.4104,Limited liability company,Company,Non-financial corporations national private,20,20 - 24 employees,412000,.9736079,.8418079,.58959997,41,40353000,5318525,33969476,23792128,6383524,,.95639998,.9774,.99110001,1.022,.92841196,.90764356,40715368,6246110,34754936,5859706.5,22019030,24342264,17.522116,15.583611,17.363832,15.64747,,16.907417,17.007725,1,0,0,0,1,0,0,1,1,1.6726204,1.0550734,1.0822837,1.107815,1.1304183,1.1390355,4.2162333,4.8580151,5.3654895,6.8771076,14.35483,.52505577,.20035221,.99795556,.90428317,1.8564243,0,0,25220748,3,1.8564243,.61865222,,,0,0,1,0,0,3,0,0,1
25223798,2006,156828000,40769000,156963000,.77669996,.1243,301271.59,.19870001,Limited liability company,Company,Non-financial corporations national private,118,100 - 199 employees,431200,.9991399,.8748399,.80129999,43,156963008,19510502,137317488,125774448,19645520,65.208672,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,171151456,21595602,149877184,23514920,41754404,137278368,18.958059,16.973146,18.825327,16.888,4.1775923,17.547316,18.737522,1,0,0,0,1,0,0,1,1,1.2467475,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.76677787,.16021043,.99653023,.95223379,1.8237847,.4375,1,25223798,1,1.8237847,.60091382,6,-5,0,0,0,0,1,3,0,0,1
