id,year,costs,assets,sales,wva,ws,lp,cm,legal_form,subject_type,inst_sector,empl_num,empl_cat,nace,cs,iis,COGSS,nace2,GO,W,II,COGS,VA,L,deflatorgfcp,deflatorintp,deflatorprdp,deflatorvalp,deflatorgdp,deflatorcpi,rGO,rVA,rII,rW,rK,rCOGS,go,w,ii,va,l,k,cogs,lagExists,entry,exit,pp_sales,tenders,pp_dummy,pp_share,lgExist,trim,s_g,s_g_p_1,s_g_p_2,s_g_p_3,s_g_p_4,s_g_p_5,s_g_p_95,s_g_p_96,s_g_p_97,s_g_p_98,s_g_p_99,costshare,cs_p_1,cs_p_99,betahat_tl,muhat_tl,meanpp,treated,i,t,markup,Y,Ei,K,D,D1,nace41,nace42,nace43,sector,public,foreign,empl
13641,2006,34132000,44821000,36496000,.51810002,.2173,536148.13,.35389999,Joint stock company,Company,Non-financial corporations national private,21,25 - 49 employees,412020,.93522578,.71792579,.64610004,41,36496000,7930580.5,26201420,23580068,10294580,19.201,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,39795004,11316456,28597924,9558286,45904340,25736812,17.499252,16.07292,17.168844,16.241768,2.9549623,17.642071,17.063433,1,0,0,0,1,0,0,1,1,1.546229,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.35924619,.16021043,.99653023,.89434421,2.0958095,0,0,13641,1,2.0958095,.73993987,,,0,0,1,0,0,3,0,0,1
27731,2008,12549000,18520000,10555000,1.2413,.57499999,271000,.24440001,Cooperative,Cooperative,Non-financial corporations national private,12,10 - 19 employees,433400,1.1889153,.61391526,.75559998,43,10555000,6069125,6479875.5,7975357.5,4075124.5,15.03736,.95639998,.9774,.99110001,1.022,.92841196,.90764356,10649783,3987401.8,6629707,6686683.5,19364284,8159768,16.181049,15.715629,15.707071,15.19865,2.7105377,16.77894,15.914726,1,0,0,0,1,0,0,1,1,1.3051575,1.0550734,1.0822837,1.107815,1.1304183,1.1390355,4.2162333,4.8580151,5.3654895,6.8771076,14.35483,.29645956,.20035221,.99795556,.86954862,2.1840112,0,0,27731,3,2.1840112,.78116322,,,0,0,0,0,1,3,0,0,0
29122,2007,36589000,13350000,36735000,.89319998,.29879999,2047833.4,.32669997,Limited liability company,Company,Non-financial corporations national private,11,10 - 19 employees,432200,.99602556,.69722557,.67330003,43,36735000,10976418,25612582,24733676,11122418,5.4313102,.97470003,.94800001,.95429999,.96279997,.91012228,.85337996,38494184,11552159,27017492,12862287,13696522,26090376,17.466017,16.36981,17.111996,16.262383,1.6921804,16.432653,17.077078,1,0,0,0,1,0,0,1,1,1.475417,1.0915266,1.132465,1.1496336,1.1640477,1.1786879,5.0683594,5.9166064,6.2009907,6.4970469,9.9240561,.65575296,.19257173,.99529177,.91425335,1.8354856,0,0,29122,2,1.8354856,.60730904,,,0,0,0,0,1,3,0,0,0
176842,2006,466255000,15719000,489814000,.66210002,.18180001,735245.69,.29010001,Joint stock company,Company,Non-financial corporations foreign controlled,216,200 - 249 employees,432100,.95190215,.77010214,.70990002,43,489814016,89048192,377206816,347718976,112607200,153.15588,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,534090080,123784976,411707936,107324816,16098935,379522976,20.096075,18.491371,19.835825,18.634056,5.0314565,16.594263,19.754425,1,0,0,0,1,0,0,1,1,1.4072667,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.95930725,.16021043,.99653023,1.0017992,1.71258,.66666669,1,176842,1,1.71258,.538001,4,-3,0,0,0,0,1,2,0,1,1
196304,2006,159231000,20417000,166722000,.58340001,.2181,,.57230002,Limited liability company,Company,Non-financial corporations national private,97,100 - 199 employees,429100,.95506895,.73696893,.42769998,42,166722000,36362068,122868936,71307000,43853064,,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,181792608,48206072,134107104,43825172,20910488,77829072,19.018377,17.595718,18.714149,17.690996,,16.855761,18.170025,1,0,0,0,1,0,0,1,1,2.335793,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.78822583,.16021043,.99653023,.94424796,1.8224374,.625,1,196304,1,1.8224374,.60017484,2,-1,0,0,0,1,0,3,0,0,1
220159,2006,158568000,58733000,178770000,.5176,.22750001,,.5801,Limited liability company,Company,Non-financial corporations national private,73,50 - 99 employees,412000,.88699448,.65949446,.4199,41,178770000,40670176,117897824,75065520,60872176,,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,194929664,66914560,128681312,49017492,60152600,81931368,19.08815,17.707687,18.67285,18.018927,,17.912395,18.221392,1,0,0,0,1,0,0,1,1,2.3791823,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.57664049,.16021043,.99653023,.92898476,1.9129784,.375,1,220159,1,1.9129784,.64866138,13,-12,0,0,1,0,0,3,0,0,1
534951,2018,61181000,6710000,76870000,.45060003,.2031,74523944,.56590003,Limited liability company,Company,Non-financial corporations national private,14,10 - 19 employees,412000,.79590219,.59280217,.43409997,41,76870000,15612297,45568704,33369264,31301296,.42001665,1.0042,1.0495,1.0898,1.1865001,1.0509413,1.0536801,70535880,26381200,43419444,14816924,6681936,31795392,18.071632,16.51128,17.586418,17.088161,-.86746091,15.714918,17.274832,1,0,0,0,1,0,0,1,1,2.218431,1.0266745,1.0945905,1.111135,1.1430514,1.1694239,5.6949763,6.1066656,6.9033761,8.3019028,11.396701,.82634097,.12412826,.99643099,.93245411,1.8573834,0,0,534951,13,1.8573834,.6191687,,,0,0,1,0,0,3,0,0,0
558010,2010,314641000,46892000,324177000,.69169998,.12149999,484408.34,.2545,Limited liability company,Company,Non-financial corporations national private,120,100 - 199 employees,412000,.97058398,.84908396,.74549997,41,324176992,39387504,275253504,241673936,48923488,100.99638,.93330002,.98640001,1.0035,1.0437,.93886238,.93039924,323046336,46875048,279048576,42333980,50243220,245006016,19.593306,17.5611,19.446896,17.662996,4.6150846,17.732386,19.316793,1,0,0,0,1,0,0,1,1,1.3185241,1.0362214,1.0591097,1.0899973,1.1201819,1.1311389,4.6105056,5.1926022,5.997313,7.0211411,9.9188604,.82982779,.17120239,.9910233,.96876127,1.6689821,.83333331,1,558010,5,1.6689821,.51221395,6,-1,0,0,1,0,0,3,0,0,1
575381,2006,132716000,5462000,139163000,.69870001,.1252,402370.97,.76709998,Joint stock company,Company,Non-financial corporations national private,38,50 - 99 employees,431200,.95367301,.82847297,.23290002,43,139163008,17423208,115292784,32411066,23870224,59.323921,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,151742448,26239664,125838000,20999220,5594018.5,35375536,18.837696,16.859997,18.650505,17.082783,4.0830126,15.537209,17.381531,1,0,0,0,1,0,0,1,1,4.289474,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.86345911,.16021043,.99653023,.93890452,1.7986637,.75,1,575381,1,1.7986637,.587044,7,-6,0,0,0,0,1,3,0,0,1
674672,2006,424261000,5385000,426359000,.84559995,.095799997,539967.75,.81800002,Limited liability company,Company,Non-financial corporations national private,72,50 - 99 employees,412020,.99507928,.8992793,.18199998,41,426359008,40845192,383415808,77597328,42943200,79.529198,.97640002,.91620004,.91710001,.90970004,.87900233,.82970738,464899136,47205892,418484832,49228432,5515157.5,84694744,19.957331,17.711983,19.852152,17.670029,4.3761244,15.523011,18.254564,1,0,0,0,1,0,0,1,1,5.4891143,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,.93886304,.16021043,.99653023,.96852738,1.7961403,0,0,674672,1,1.7961403,.58564007,,,0,0,1,0,0,3,0,0,1
885045,2010,100567000,13970000,81628000,.9447,.2974,,.41429999,Joint stock company,Company,Non-financial corporations national private,36,25 - 49 employees,412000,1.232016,.93461597,.58570004,41,81628000,24276168,76290832,47809524,5337168,,.93330002,.98640001,1.0035,1.0437,.93886238,.93039924,81343296,5113699.5,77342688,26092206,14968391,48468696,18.21419,17.077147,18.163757,15.447433,,16.521452,17.696428,1,0,0,0,1,0,0,1,1,1.6782646,1.0362214,1.0591097,1.0899973,1.1201819,1.1311389,4.6105056,5.1926022,5.997313,7.0211411,9.9188604,.76404351,.17120239,.9910233,.93367851,1.7157556,.2,1,885045,5,1.7157556,.53985357,13,-8,0,0,1,0,0,3,0,0,1
1628569,2019,82812000,2460000,86553000,.42240003,.046999998,,.62269998,Limited liability company,Company,Non-financial corporations national private,9,10 - 19 employees,412000,.95677793,.90977794,.37730002,41,86553000,4067990.8,78744008,32656448,7808992,,1.0422,1.0893,1.1511,1.3053,1.091812,1.0836875,75191552,5982526.5,72288632,3753841,2360391.5,29979296,18.13555,15.13829,18.096178,15.604354,,14.674338,17.216017,1,0,0,0,1,0,0,1,1,2.508116,1.0162288,1.038648,1.0981921,1.1196311,1.1540394,5.728282,6.654798,7.4571481,8.9106579,15.362205,.92701256,.10845396,.99716008,.94720829,1.8479515,0,0,1628569,14,1.8479515,.61407775,,,0,0,1,0,0,3,0,0,0
1686593,2019,14082000,7214000,15434000,,.1618,9454500,.46259999,Limited liability company,Company,Non-financial corporations foreign controlled,14,10 - 19 employees,412000,.9124012,.75060117,.53740001,41,15434000,2497221.3,11584778,8294231.5,3849222,.4071312,1.0422,1.0893,1.1511,1.3053,1.091812,1.0836875,13408044,2948917.5,10635066,2304373.8,6921896,7614276.5,16.411366,14.650319,16.179667,14.896949,-.89861977,15.7502,15.845535,1,0,0,0,1,0,0,1,1,1.7609085,1.0162288,1.038648,1.0981921,1.1196311,1.1540394,5.728282,6.654798,7.4571481,8.9106579,15.362205,.52381575,.10845396,.99716008,.88376307,2.1135089,0,0,1686593,14,2.1135089,.74834955,,,0,0,1,0,0,2,0,1,0
1713574,2020,61900000,2693000,64307000,.0275,.042800002,,.87370002,Limited liability company,Company,Non-financial corporations national private,18,10 - 19 employees,412000,.96257019,.91977018,.12629998,41,64307000,2752339.8,59147660,8121972.5,5159340,,1.0872064,1.1363404,1.2008091,1.3616681,1.1389608,1.1179461,53553056,3788985,52051008,2461961,2476990.8,7147482,17.796183,14.716469,17.767735,15.147609,,14.722555,15.78227,1,0,0,0,1,0,0,1,1,7.4925766,1.0140508,1.0403608,1.073038,1.1071236,1.1301949,5.3193488,6.021719,6.4550624,7.7124076,12.634346,.7426362,.17136976,.99402052,.89815938,1.9210334,0,0,1713574,15,1.9210334,.65286326,,,0,0,1,0,0,3,0,0,1
1717243,2017,289152000,24826000,313700000,.47599998,.1011,,.72470003,Limited liability company,Company,Non-financial corporations national private,0,50 - 99 employees,421200,.92174691,.82064688,.27529997,42,313700000,31715070,257436928,86361600,56263072,,.99970001,1.0227,1.0461,1.0997,1.024633,1.0315078,299875712,51162200,251722832,30746320,24833450,84444712,19.518879,17.241282,19.34384,17.750511,,17.027702,18.251608,1,0,0,0,1,0,0,1,1,3.5511484,1.031039,1.0880702,1.1210079,1.1580563,1.179859,5.6282725,6.1563692,7.4514561,9.043766,12.48571,.77275014,.12277135,.99353218,.94422966,1.8395631,.40000001,1,1717243,12,1.8395631,.60952812,13,-1,0,0,0,1,0,3,0,0,0
1724428,2018,39114000,3855000,39220000,,.095799997,23349624,.70829999,Limited liability company,Company,Non-financial corporations national private,9,10 - 19 employees,412000,.99729729,.9014973,.29170001,41,39220000,3757276,35356724,11440474,3863276,.16545346,1.0042,1.0495,1.0898,1.1865001,1.0509413,1.0536801,35988256,3256026.8,33689112,3565860.5,3838876.8,10900881,17.398703,15.086916,17.332685,14.996018,-1.7990654,15.16069,16.204353,1,0,0,0,1,0,0,1,1,3.3014081,1.0266745,1.0945905,1.111135,1.1430514,1.1694239,5.6949763,6.1066656,6.9033761,8.3019028,11.396701,.73955631,.12412826,.99643099,.9053247,1.9273279,0,0,1724428,13,1.9273279,.65613455,,,0,0,1,0,0,3,0,0,0
1741861,2021,229662000,1197000,250899000,.74419999,.19670001,247467.28,.77469999,Limited liability company,Company,Non-financial corporations foreign controlled,71,50 - 99 employees,432200,.9153564,.71865642,.22530001,43,250899008,49351836,180310176,56527548,70588832,285.24512,1.1234288,1.1741998,1.2408165,1.4070348,1.1769075,1.1608735,202204768,50168508,153560048,42512672,1065488.1,48141336,19.124792,17.565313,18.849602,17.730898,5.6533489,13.878943,17.689651,1,0,0,0,1,0,0,1,1,4.2002316,1.0022371,1.0428832,1.0650672,1.1151452,1.1365749,5.3585052,5.7248168,6.5807548,7.5584064,11.319527,.97834677,.208937,.99669135,.97594672,1.7727411,0,0,1741861,16,1.7727411,.57252699,,,0,0,0,0,1,2,0,1,1
1820966,2021,54546000,4433000,57302000,.42930001,.1096,,.53839999,Limited liability company,Company,Non-financial corporations national private,0,10 - 19 employees,412000,.95190394,.84230393,.46160001,41,57302000,6280299,48265700,26450604,9036300,,1.1234288,1.1741998,1.2408165,1.4070348,1.1769075,1.1608735,46180884,6422229.5,41105184,5409977,3945955.5,22526492,17.648077,15.503756,17.531645,15.675276,,15.188202,16.930202,1,0,0,0,1,0,0,1,1,2.05007,1.0022371,1.0428832,1.0650672,1.1151452,1.1365749,5.3585052,5.7248168,6.5807548,7.5584064,11.319527,.85094106,.208937,.99669135,.92932117,1.7844148,0,0,1820966,16,1.7844148,.57909048,,,0,0,1,0,0,3,0,0,0
1834436,2020,448392000,12488000,455884000,,.1212,146083.39,.51770002,Limited liability company,Company,Non-financial corporations national private,86,25 - 49 employees,433420,.98356599,.86236596,.48229998,43,455884000,55253140,393138848,219872848,62745152,429.51599,1.0872064,1.1363404,1.2008091,1.3616681,1.1389608,1.1179461,379647360,46079624,345969280,49423792,11486320,193492064,19.754753,17.715942,19.661861,17.645882,6.0626588,16.256668,19.080748,1,0,0,0,1,0,0,1,1,1.9620824,1.0140508,1.0403608,1.073038,1.1071236,1.1301949,5.3193488,6.021719,6.4550624,7.7124076,12.634346,.94396329,.17136976,.99402052,.98454601,1.7759066,0,0,1834436,15,1.7759066,.57431102,,,0,0,0,0,1,3,0,0,1
1842587,2021,24125000,9964000,22325000,.97650003,.19530001,,.17559999,Limited liability company,Company,Non-financial corporations national private,6,10 - 19 employees,412000,1.0806271,.8853271,.82440001,41,22325000,4360073,19764928,18404730,2560072,,1.1234288,1.1741998,1.2408165,1.4070348,1.1769075,1.1608735,17992186,1819480.3,16832678,3755855.3,8869276,15674274,16.705448,15.138826,16.638832,14.414062,,15.998104,16.567532,1,0,0,0,1,0,0,1,1,1.1478801,1.0022371,1.0428832,1.0650672,1.1151452,1.1365749,5.3585052,5.7248168,6.5807548,7.5584064,11.319527,.63863111,.208937,.99669135,.90408552,1.8796526,0,0,1842587,16,1.8796526,.63108701,,,0,0,1,0,0,3,0,0,0
1883097,2018,171060000,2872000,158745000,1.4489999,.017899999,,.90219998,Limited liability company,Company,Non-financial corporations national private,7,10 - 19 employees,412000,1.0775772,1.0596772,.097800016,41,158744992,2841535.5,168218464,15525264,-9473472,,1.0042,1.0495,1.0898,1.1865001,1.0509413,1.0536801,145664336,-7984384,160284384,2696772.5,2859988,14793010,18.796816,14.807567,18.89246,,,14.866328,16.509665,1,0,0,0,1,0,0,1,1,9.8468351,1.0266745,1.0945905,1.111135,1.1430514,1.1694239,5.6949763,6.1066656,6.9033761,8.3019028,11.396701,.83798856,.12412826,.99643099,.92033821,1.8690292,0,0,1883097,13,1.8690292,.62541914,,,0,0,1,0,0,3,0,0,0
2055759,2018,60731000,966000,56584000,,.0757,50072584,.39259997,Limited liability company,Company,Non-financial corporations national private,0,10 - 19 employees,412000,1.0732893,.99758929,.60740006,41,56584000,4283409,56447592,34369124,136408,.0027242054,1.0042,1.0495,1.0898,1.1865001,1.0509413,1.0536801,51921452,114966.7,53785224,4065189.5,961959.81,32748094,17.765244,15.217971,17.800508,11.652398,-5.9055786,13.776728,17.304356,1,0,0,0,1,0,0,1,1,1.5854801,1.0266745,1.0945905,1.111135,1.1430514,1.1694239,5.6949763,6.1066656,6.9033761,8.3019028,11.396701,.97146374,.12412826,.99643099,.96461785,1.8366011,.25,1,2055759,13,1.8366011,.60791665,14,-1,0,0,1,0,0,3,0,0,0
2142147,2016,62330000,760000,72106000,.3364,.070700005,,.45630002,Limited liability company,Company,Non-financial corporations national private,2,10 - 19 employees,431000,.86442184,.79372185,.54369998,43,72106000,5097894.5,57232108,39204032,14873892,,.99769998,1.0002999,1.0123,1.0394,1.0114145,1.006835,71229872,14310075,57214948,5063287,761752.06,39192276,18.081423,15.437527,17.862326,16.476475,,13.543376,17.48399,1,0,0,0,1,0,0,1,1,1.8174467,1.0524504,1.0925982,1.1112751,1.126991,1.1442169,5.4234118,5.822897,7.5952778,9.1664715,15.439773,.98093426,.14455283,.99409813,.97441876,1.7860299,.66666669,1,2142147,11,1.7860299,.57999521,12,-1,0,0,0,0,1,3,0,0,0
2222051,2016,82921000,39595000,80803000,.3326,.061300002,,.4752,Limited liability company,Company,Non-financial corporations national private,27,25 - 49 employees,412000,1.0262119,.96491188,.5248,41,80803000,4953224,77967776,42405416,2835224,,.99769998,1.0002999,1.0123,1.0394,1.0114145,1.006835,79821200,2727750.8,77944400,4919598.5,39686280,42392700,18.195299,15.408737,18.171507,14.818988,,17.496515,17.562487,1,0,0,0,1,0,0,1,1,1.8828996,1.0524504,1.0925982,1.1112751,1.126991,1.1442169,5.4234118,5.822897,7.5952778,9.1664715,15.439773,.5164867,.14455283,.99409813,.91348791,1.9480401,0,0,2222051,11,1.9480401,.6668238,,,0,0,1,0,0,3,0,0,1
2243008,2017,34336000,1126000,38079000,.63980001,.234,37072752,.49959999,Joint stock company,Company,Non-financial corporations national private,20,10 - 19 employees,432100,.90170437,.66770434,.50040001,43,38079000,8910486,25425514,19054732,12653486,.341315,.99970001,1.0227,1.0461,1.0997,1.024633,1.0315078,36400916,11506307,24861166,8638311,1126337.9,18631792,17.410105,15.971718,17.028818,16.258406,-1.0749495,13.934483,16.740379,1,0,0,0,1,0,0,1,1,1.9536991,1.031039,1.0880702,1.1210079,1.1580563,1.179859,5.6282725,6.1563692,7.4514561,9.043766,12.48571,.9429937,.12277135,.99353218,.94309205,1.8009882,0,0,2243008,12,1.8009882,.58833551,,,0,0,0,0,1,3,0,0,1
2357275,2019,64249000,1524000,69433000,.4474,.1314,67546696,.5995,Limited liability company,Company,Non-financial corporations national private,2,20 - 24 employees,412000,.92533809,.7939381,.4005,41,69433000,9123496,55125504,27807916,14307496,.21181637,1.0422,1.0893,1.1511,1.3053,1.091812,1.0836875,60318824,10961079,50606356,8418936,1462291.4,25528242,17.915155,15.945994,17.739588,16.209862,-1.5520356,14.195516,17.055296,1,0,0,0,1,0,0,1,1,2.3628271,1.0162288,1.038648,1.0981921,1.1196311,1.1540394,5.728282,6.654798,7.4571481,8.9106579,15.362205,.94582206,.10845396,.99716008,.94949728,1.8463182,0,0,2357275,14,1.8463182,.61319351,,,0,0,1,0,0,3,0,0,0
2409771,2016,30835000,147000,32506000,.61089998,.124,31472750,.41639999,Limited liability company,Company,Non-financial corporations national private,17,10 - 19 employees,412000,.94859409,.82459408,.58360004,41,32506000,4030744,26804256,18970504,5701744,.18116447,.99769998,1.0002999,1.0123,1.0394,1.0114145,1.006835,32111034,5485611,26796218,4003381,147338.89,18964816,17.28471,15.20265,17.103771,15.517639,-1.7083499,11.900491,16.758097,1,0,0,0,1,0,0,1,1,1.6931899,1.0524504,1.0925982,1.1112751,1.126991,1.1442169,5.4234118,5.822897,7.5952778,9.1664715,15.439773,.99229085,.14455283,.99409813,.97639894,1.7443451,0,0,2409771,11,1.7443451,.55637914,,,0,0,1,0,0,3,0,0,0
2445344,2019,916868000,73116000,875809000,,.1244,455586.22,.87309998,Joint stock company,Company,Non-financial corporations foreign controlled,76,50 - 99 employees,411000,1.0468812,.92248118,.12690002,41,875809024,108950640,807917312,111140176,67891712,149.02055,1.0422,1.0893,1.1511,1.3053,1.091812,1.0836875,760845248,52012344,741684800,100536952,70155440,102028984,20.44994,18.426037,20.424435,17.766993,5.0040841,18.066223,18.440767,1,0,0,0,1,0,0,1,1,7.4571481,1.0162288,1.038648,1.0981921,1.1196311,1.1540394,5.728282,6.654798,7.4571481,8.9106579,15.362205,.59255642,.10845396,.99716008,.9338972,1.9667399,0,0,2445344,14,1.9667399,.6763773,,,0,0,1,0,0,2,0,1,1
2553864,2017,109684000,2812000,135550000,.25049999,.0704,128587.43,.53169996,Limited liability company,Company,Non-financial corporations national private,17,10 - 19 employees,431000,.8091774,.7387774,.46830004,43,135550000,9542720,100141280,63478072,35408720,275.36688,.99970001,1.0227,1.0461,1.0997,1.024633,1.0315078,129576520,32198528,97918536,9251234,2812843.8,62069108,18.679783,16.040268,18.399647,17.287432,5.6181045,14.849707,17.94376,1,0,0,0,1,0,0,1,1,2.0876169,1.031039,1.0880702,1.1210079,1.1580563,1.179859,5.6282725,6.1563692,7.4514561,9.043766,12.48571,.95664674,.12277135,.99353218,.96889079,1.807718,0,0,2553864,12,1.807718,.59206527,,,0,0,0,0,1,3,0,0,0
2600013,2017,37656000,1122000,37849000,.73120004,.31239998,38847116,.31370002,Limited liability company,Company,Non-financial corporations national private,36,25 - 49 employees,433200,.99490076,.68250078,.68629998,43,37849000,11824027,25831972,25975768,12017028,.30934158,.99970001,1.0227,1.0461,1.0997,1.024633,1.0315078,36181052,10927551,25258602,11462857,1122336.8,25399208,17.404047,16.254623,17.044678,16.206799,-1.1733092,13.930923,17.050228,1,0,0,0,1,0,0,1,1,1.4244953,1.031039,1.0880702,1.1210079,1.1580563,1.179859,5.6282725,6.1563692,7.4514561,9.043766,12.48571,.95768207,.12277135,.99353218,.95358175,1.7982808,.5,1,2600013,12,1.7982808,.58683109,14,-2,0,0,0,0,1,3,0,0,1
2608715,2020,96281000,1864000,98677000,.80720001,.22469999,96699056,.28479999,Limited liability company,Company,Non-financial corporations national private,36,25 - 49 employees,432200,.97571874,.75101876,.71520001,43,98677000,22172720,74108280,70573792,24568720,.25407404,1.0872064,1.1363404,1.2008091,1.3616681,1.1389608,1.1179461,82175424,18043104,65216620,19833442,1714485.9,62106208,18.224367,16.802879,17.993225,16.708275,-1.3701296,14.354624,17.944357,1,0,1,0,1,0,0,1,1,1.3231435,1.0140508,1.0403608,1.073038,1.1071236,1.1301949,5.3193488,6.021719,6.4550624,7.7124076,12.634346,.97313589,.17136976,.99402052,.97687274,1.7965109,0,0,2608715,15,1.7965109,.58584642,,,0,0,0,0,1,3,0,0,1
2716828,2017,71942000,4824000,72689000,.66980004,.079400003,66787636,.71410006,Limited liability company,Company,Non-financial corporations national private,21,20 - 24 employees,412000,.98972332,.91032332,.28589994,41,72689000,5771507,66170492,20781780,6518508,.09760052,.99970001,1.0227,1.0461,1.0997,1.024633,1.0315078,69485704,5927533,64701764,5595214,4825447.5,20320506,18.056631,15.537422,17.985298,15.595119,-2.3268723,15.389414,16.827141,1,0,0,0,1,0,0,1,1,3.419487,1.031039,1.0880702,1.1210079,1.1580563,1.179859,5.6282725,6.1563692,7.4514561,9.043766,12.48571,.80810243,.12277135,.99353218,.92261529,1.8302153,.5,1,2716828,12,1.8302153,.60443366,14,-2,0,0,1,0,0,3,0,0,1
2776448,2018,170008000,459000,172727000,.71539998,.062199999,166637.42,.90620005,Limited liability company,Company,Non-financial corporations national private,32,10 - 19 employees,431000,.98425841,.9220584,.093799949,43,172727008,10743619,159264384,16201784,13462624,80.789917,1.0042,1.0495,1.0898,1.1865001,1.0509413,1.0536801,158494224,11346501,151752624,10196282,457080.28,15437622,18.881229,16.137533,18.837763,16.244419,4.3918524,13.032615,16.552319,1,0,0,0,1,0,0,1,1,10.266751,1.0266745,1.0945905,1.111135,1.1430514,1.1694239,5.6949763,6.1066656,6.9033761,8.3019028,11.396701,.9712432,.12412826,.99643099,.95126384,1.836332,0,0,2776448,13,1.836332,.60777009,,,0,0,0,0,1,3,0,0,1
2875489,2018,18955000,1184000,18366000,,.15899999,9935111,.2174,Limited liability company,Company,Non-financial corporations national private,11,10 - 19 employees,432200,1.0320702,.87307018,.78259999,43,18366000,2920194,16034807,14373231,2331193,.23464186,1.0042,1.0495,1.0898,1.1865001,1.0509413,1.0536801,16852634,1964764.4,15278520,2771423.8,1179048,13695313,16.640018,14.834871,16.541958,14.490883,-1.4496949,13.980218,16.432564,1,0,0,0,1,0,0,1,1,1.2305403,1.0266745,1.0945905,1.111135,1.1430514,1.1694239,5.6949763,6.1066656,6.9033761,8.3019028,11.396701,.92073286,.12412826,.99643099,.93199259,1.8501437,0,0,2875489,13,1.8501437,.61526328,,,0,0,0,0,1,3,0,0,0
2909651,2018,14577000,1167000,15491000,.67030001,.26049998,14814571,.42019999,Limited liability company,Company,Non-financial corporations national private,16,20 - 24 employees,433200,.94099802,.680498,.57980001,43,15491000,4035405.3,10541595,8981682,4949405,.33409032,1.0042,1.0495,1.0898,1.1865001,1.0509413,1.0536801,14214535,4171432.5,10044397,3829820.3,1162119.1,8558058,16.469776,15.158328,16.122526,15.24377,-1.0963439,13.965755,15.962384,1,0,0,0,1,0,0,1,1,1.6609533,1.0266745,1.0945905,1.111135,1.1430514,1.1694239,5.6949763,6.1066656,6.9033761,8.3019028,11.396701,.88044262,.12412826,.99643099,.91639447,1.8931866,0,0,2909651,13,1.8931866,.63826144,,,0,0,0,0,1,3,0,0,0
2926849,2019,9849000,1002000,10428000,.45770001,.079400003,,.83969998,Limited liability company,Company,Non-financial corporations national private,4,20 - 24 employees,431200,.94447643,.86507642,.16030002,43,10428000,827983.25,9021017,1671608.6,1406983,,1.0422,1.0893,1.1511,1.3053,1.091812,1.0836875,9059160,1077900.1,8281480.5,764042.44,961427.75,1534571.4,16.019287,13.546379,15.929532,13.890526,,13.776175,14.243762,1,0,1,0,1,0,0,1,1,5.9033813,1.0162288,1.038648,1.0981921,1.1196311,1.1540394,5.728282,6.654798,7.4571481,8.9106579,15.362205,.61481249,.10845396,.99716008,.86157817,2.5956318,0,0,2926849,14,2.5956318,.95382994,,,0,0,0,0,1,3,0,0,0
3081532,2017,5299000,100000,5351000,.57179999,.042399999,,.57499999,Limited liability company,Company,Non-financial corporations national private,0,25 - 49 employees,412000,.99028218,.94788218,.42500001,41,5351000,226882.39,5072117.5,2274175,278882.5,,.99970001,1.0227,1.0461,1.0997,1.024633,1.0315078,5115189.5,253598.72,4959536.5,219952.17,100030.01,2223697.3,15.447725,12.301166,15.416822,12.443508,,11.513226,14.614682,1,0,0,0,1,0,0,1,1,2.3003085,1.031039,1.0880702,1.1210079,1.1580563,1.179859,5.6282725,6.1563692,7.4514561,9.043766,12.48571,.95695275,.12277135,.99353218,.91045928,2.0763509,0,0,3081532,12,2.0763509,.73061198,,,0,0,1,0,0,3,0,0,0
3094251,2017,114612000,31306000,112612000,2.0518,.2802,99957728,.2782,Joint stock company,Company,Non-financial corporations foreign controlled,56,25 - 49 employees,412000,1.01776,.73756003,.72179997,41,112612000,31553882,83058112,81283336,29553888,.29566386,.99970001,1.0227,1.0461,1.0997,1.024633,1.0315078,107649360,26874500,81214544,30590056,31315394,79479160,18.49439,17.236185,18.212605,17.106688,-1.2185321,17.259621,18.191006,1,0,0,0,1,0,0,1,1,1.3544351,1.031039,1.0880702,1.1210079,1.1580563,1.179859,5.6282725,6.1563692,7.4514561,9.043766,12.48571,.7173562,.12277135,.99353218,.93845952,1.8593322,0,0,3094251,12,1.8593322,.62021738,,,0,0,1,0,0,2,0,1,1
